draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
129,gifted,1315.5,1316.9828,1.4828,,,,,,
130,basic,10008.5,10305.7316,297.2316,1.6082,1.3068,2.8465,1.6794,1.39,2.9535
130,gifted,1315.5,1316.6044,1.1044,,,,,,
131,basic,10008.5,10302.9712,294.4712,1.5741,1.259,2.8185,1.6489,1.375,2.8932
131,gifted,1315.5,1316.891,1.391,,,,,,
132,basic,10008.5,10256.5929,248.0929,1.5164,1.2395,2.7003,1.5888,1.3476,2.7994
132,gifted,1315.5,1316.9013,1.4013,,,,,,
133,basic,10008.5,10294.2444,285.7444,1.5149,1.2348,2.6981,1.5847,1.3433,2.7858
133,gifted,1315.5,1316.5098,1.0098,,,,,,
134,basic,10008.5,10304.0253,295.5253,1.5762,1.259,2.8158,1.6492,1.3722,2.8827
134,gifted,1315.5,1316.4129,0.9129,,,,,,
135,basic,10008.5,10277.4806,268.9806,1.5613,1.259,2.8113,1.6333,1.3693,2.8623
135,gifted,1315.5,1316.8119,1.3119,,,,,,
136,basic,10008.5,10294.5516,286.0516,1.6121,1.3315,2.8464,1.6825,1.3943,2.9378
136,gifted,1315.5,1316.7393,1.2393,,,,,,
137,basic,10008.5,10323.1094,314.6094,1.5598,1.2748,2.7982,1.6352,1.3769,2.8466
137,gifted,1315.5,1316.6421,1.1421,,,,,,
138,basic,10008.5,10276.8495,268.3495,1.5521,1.2527,2.7857,1.6239,1.3596,2.8465
138,gifted,1315.5,1317.1245,1.6245,,,,,,
139,basic,10008.5,10298.2539,289.7539,1.5878,1.2815,2.8429,1.6582,1.3769,2.903
139,gifted,1315.5,1317.1393,1.6393,,,,,,
140,basic,10008.5,10311.6981,303.1981,1.6097,1.3067,2.8465,1.6833,1.3919,2.9546
140,gifted,1315.5,1316.9369,1.4369,,,,,,
141,basic,10008.5,10292.5046,284.0046,1.6042,1.2774,2.8466,1.6851,1.3771,2.9832
141,gifted,1315.5,1317.2735,1.7735,,,,,,
142,basic,10008.5,10265.0938,256.5938,1.5436,1.2528,2.7856,1.6121,1.3596,2.8461
142,gifted,1315.5,1316.5642,1.0642,,,,,,
143,basic,10008.5,10268.2721,259.7721,1.5329,1.2359,2.7549,1.6068,1.3476,2.8322
143,gifted,1315.5,1316.621,1.121,,,,,,
144,basic,10008.5,10307.8526,299.3526,1.5639,1.2794,2.8155,1.6386,1.3769,2.8627
144,gifted,1315.5,1316.9538,1.4538,,,,,,
145,basic,10008.5,10267.8047,259.3047,1.5474,1.2529,2.7775,1.6176,1.3596,2.846
145,gifted,1315.5,1316.2959,0.7959,,,,,,
146,basic,10008.5,10257.7602,249.2602,1.6254,1.3266,2.8474,1.6993,1.3944,2.9832
146,gifted,1315.5,1316.8339,1.3339,,,,,,
147,basic,10008.5,10314.5961,306.0961,1.6003,1.2893,2.8464,1.675,1.378,2.9539
147,gifted,1315.5,1316.664,1.164,,,,,,
148,basic,10008.5,10310.8896,302.3896,1.6036,1.3033,2.8462,1.6736,1.378,2.914
148,gifted,1315.5,1317.1659,1.6659,,,,,,
149,basic,10008.5,10262.0089,253.5089,1.5236,1.2413,2.7121,1.5911,1.3465,2.7946
149,gifted,1315.5,1316.8314,1.3314,,,,,,
150,basic,10008.5,10303.2801,294.7801,1.5908,1.2898,2.846,1.6632,1.3769,2.9081
150,gifted,1315.5,1316.9763,1.4763,,,,,,
151,basic,10008.5,10295.2423,286.7423,1.5578,1.259,2.8152,1.6306,1.3694,2.8556
151,gifted,1315.5,1317.0145,1.5145,,,,,,
152,basic,10008.5,10202.2919,193.7919,1.4973,1.223,2.6631,1.5619,1.304,2.7555
152,gifted,1315.5,1316.8671,1.3671,,,,,,
153,basic,10008.5,10273.4709,264.9709,1.5993,1.2898,2.8463,1.6736,1.3795,2.9326
153,gifted,1315.5,1316.5991,1.0991,,,,,,
154,basic,10008.5,10277.5566,269.0566,1.5364,1.2395,2.7555,1.6053,1.3465,2.8203
154,gifted,1315.5,1316.9443,1.4443,,,,,,
155,basic,10008.5,10235.3306,226.8306,1.524,1.2299,2.7382,1.5945,1.3433,2.8157
155,gifted,1315.5,1316.7834,1.2834,,,,,,
156,basic,10008.5,10266.1826,257.6826,1.5015,1.2186,2.6845,1.5713,1.3067,2.7856
156,gifted,1315.5,1316.9814,1.4814,,,,,,
157,basic,10008.5,10364.4149,355.9149,1.5811,1.259,2.846,1.6587,1.3712,2.9081
157,gifted,1315.5,1316.579,1.079,,,,,,
158,basic,10008.5,10271.168,262.668,1.5913,1.2936,2.846,1.662,1.378,2.9002
158,gifted,1315.5,1317.1457,1.6457,,,,,,
159,basic,10008.5,10242.6379,234.1379,1.5356,1.2474,2.7634,1.6043,1.3548,2.8236
159,gifted,1315.5,1317.0562,1.5562,,,,,,
160,basic,10008.5,10261.9272,253.4272,1.4998,1.2252,2.6631,1.571,1.3378,2.7716
160,gifted,1315.5,1317.2924,1.7924,,,,,,
161,basic,10008.5,10259.1793,250.6793,1.5278,1.2473,2.7467,1.5969,1.3476,2.8185
161,gifted,1315.5,1317.2586,1.7586,,,,,,
162,basic,10008.5,10264.5653,256.0653,1.5184,1.2252,2.7359,1.5878,1.3395,2.8155
162,gifted,1315.5,1316.9298,1.4298,,,,,,
163,basic,10008.5,10315.1671,306.6671,1.602,1.2815,2.8465,1.677,1.3769,2.9685
163,gifted,1315.5,1316.8901,1.3901,,,,,,
