draw,school_id,program,base_eligible,base_riders,scen_eligible,scen_riders,base_dist_mean,scen_dist_mean
4,971,basic,0.0,0.0,602.668,268.259,,1.131
4,971,gifted,516.12,472.785,0.0,0.0,,
4,972,basic,259.561,189.98,0.0,0.0,1.842,
4,974,basic,89.108,79.876,214.818,188.658,1.246,1.288
4,977,basic,231.031,172.174,430.153,313.157,1.308,1.444
5,103,basic,265.542,234.526,303.731,267.947,1.639,1.644
5,104,basic,129.283,58.111,153.025,69.309,2.216,2.196
5,105,basic,440.0,220.881,377.216,184.363,2.311,2.469
5,105,gifted,179.201,164.822,0.0,0.0,,
5,106,basic,450.162,288.36,342.373,221.259,1.725,1.659
5,106,gifted,116.611,107.254,0.0,0.0,,
5,107,basic,517.458,270.375,540.345,281.243,2.479,2.503
5,109,basic,154.383,106.092,187.052,129.798,2.111,2.059
5,110,basic,398.12,221.607,422.645,234.128,2.12,2.148
5,113,basic,389.444,246.896,337.665,214.278,2.309,2.3
5,113,gifted,134.0,123.248,0.0,0.0,,
5,115,basic,134.982,82.299,208.842,127.532,1.719,1.71
5,117,basic,259.602,165.639,245.875,158.972,2.33,2.253
5,117,gifted,89.617,82.426,0.0,0.0,,
5,118,basic,267.512,147.884,475.372,261.389,2.119,2.15
5,130,basic,652.912,403.305,710.481,436.386,1.719,1.749
5,201,basic,75.441,48.4,129.11,81.79,1.157,1.231
5,202,basic,166.726,87.131,176.023,93.048,1.667,1.601
5,203,basic,250.297,170.184,279.715,187.253,1.278,1.364
5,204,basic,166.571,114.521,195.1,107.258,1.432,2.826
5,208,basic,210.443,169.852,0.0,0.0,1.258,
5,209,basic,146.709,54.579,165.972,61.579,0.774,0.788
5,210,basic,192.775,84.449,0.0,0.0,1.424,
5,211,basic,79.317,49.344,119.297,71.682,1.111,1.308
5,212,gifted,205.809,189.294,0.0,0.0,,
5,215,basic,113.589,68.032,137.828,81.129,0.871,0.96
5,218,basic,163.186,100.079,187.918,114.776,0.777,0.8
5,220,basic,88.228,70.783,0.0,0.0,1.328,
5,221,basic,159.731,107.426,239.776,146.046,1.014,1.504
5,222,basic,148.396,86.912,187.201,113.704,1.961,1.79
5,225,basic,84.575,42.888,92.122,46.503,1.272,1.3
5,226,basic,249.457,161.628,295.736,189.164,1.259,1.347
